S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number
86708.8, 233.846, 392.52, 122.509, 60, 1482.3, 515.029, 0, 89000, 1, 0.00637, 500
86673, 222.918, 371.222, 89.7889, 119.714, 1523.37, 461.011, 0, 89000, 1, 0.00637, 500
86640.9, 210.403, 340.914, 86.7505, 156.163, 1564.85, 427.665, 0, 89000, 1, 0.00637, 500
86611.2, 198.06, 328.02, 64.1782, 192.009, 1606.55, 392.198, 0, 89000, 1, 0.00637, 500
86583.9, 185.71, 307.318, 46.4776, 228.294, 1648.28, 353.796, 0, 89000, 1, 0.00637, 500
86559.3, 173.153, 309.366, 39.3004, 228.987, 1689.86, 348.667, 0, 89000, 1, 0.00637, 500
86535.1, 162.744, 302.51, 30.8824, 237.631, 1731.12, 333.392, 0, 89000, 1, 0.00637, 500
86512, 153.35, 294.686, 27.4412, 240.657, 1771.91, 322.128, 0, 89000, 1, 0.00637, 500
86489.6, 145.046, 287.106, 24.6821, 241.467, 1812.1, 311.788, 0, 89000, 1, 0.00637, 500
86468, 137.679, 265.905, 23.6218, 253.22, 1851.62, 289.527, 0, 89000, 1, 0.00637, 500
86447.9, 130.235, 266.187, 18.1953, 247.133, 1890.39, 284.382, 0, 89000, 1, 0.00637, 500
86428.1, 123.919, 264.407, 17.7097, 237.48, 1928.36, 282.116, 0, 89000, 1, 0.00637, 500
86408.6, 118.704, 236.869, 12.8799, 257.517, 1965.47, 249.749, 0, 89000, 1, 0.00637, 500
86391.2, 112.283, 220.568, 9.08211, 265.123, 2001.7, 229.65, 0, 89000, 1, 0.00637, 500
86375.3, 105.749, 201.533, 9.17036, 271.186, 2037.04, 210.703, 0, 89000, 1, 0.00637, 500
86360.7, 99.2057, 189.943, 7.86028, 270.816, 2071.47, 197.803, 0, 89000, 1, 0.00637, 500
86347, 93.0743, 181.264, 8.25117, 265.472, 2104.94, 189.515, 0, 89000, 1, 0.00637, 500
86333.9, 87.5927, 162.347, 8.24626, 270.509, 2137.44, 170.593, 0, 89000, 1, 0.00637, 500
86322, 81.8944, 156.014, 9.9128, 261.187, 2168.94, 165.927, 0, 89000, 1, 0.00637, 500
86310.6, 77.0108, 151.335, 10.1184, 251.531, 2199.45, 161.454, 0, 89000, 1, 0.00637, 500
86299.4, 72.7926, 130.307, 11.0163, 257.564, 2228.95, 141.323, 0, 89000, 1, 0.00637, 500
86289.6, 68.0223, 118.19, 8.59699, 258.167, 2257.44, 126.787, 0, 89000, 1, 0.00637, 500
86280.8, 63.1983, 111.271, 11.0643, 248.727, 2284.94, 122.336, 0, 89000, 1, 0.00637, 500
86272.3, 59.0299, 110.171, 10.0658, 236.96, 2311.44, 120.237, 0, 89000, 1, 0.00637, 500
86264, 55.5491, 109.566, 9.88865, 224.035, 2336.96, 119.455, 0, 89000, 1, 0.00637, 500
86255.7, 52.7094, 107.517, 11.5153, 211.032, 2361.49, 119.032, 0, 89000, 1, 0.00637, 500
86247.5, 50.4076, 99.2163, 8.85531, 208.958, 2385.07, 108.072, 0, 89000, 1, 0.00637, 500
86240, 47.8068, 95.1864, 10.2472, 199.033, 2407.71, 105.434, 0, 89000, 1, 0.00637, 500
86232.7, 45.5429, 92.0804, 6.38371, 193.816, 2429.46, 98.4641, 0, 89000, 1, 0.00637, 500
86225.9, 43.2488, 88.8792, 5.6603, 185.972, 2450.34, 94.5395, 0, 89000, 1, 0.00637, 500
86708.8, 233.846, 377.52, 145.509, 52, 1482.3, 523.029, 1, 89000, 1, 0.00637, 500
86672.4, 223.475, 349.293, 127.146, 104.286, 1523.37, 476.439, 1, 89000, 1, 0.00637, 500
86639.3, 211.921, 328.63, 114.473, 140.837, 1564.85, 443.103, 1, 89000, 1, 0.00637, 500
86608.5, 200.348, 321.825, 81.0113, 181.777, 1606.56, 402.837, 1, 89000, 1, 0.00637, 500
86580.5, 188.279, 306.887, 70.2456, 205.793, 1648.32, 377.132, 1, 89000, 1, 0.00637, 500
86554.3, 176.829, 287.325, 60.5248, 231.093, 1689.95, 347.85, 1, 89000, 1, 0.00637, 500
86530.1, 165.627, 271.558, 40.8113, 260.587, 1731.31, 312.369, 1, 89000, 1, 0.00637, 500
86508.4, 154.194, 261.349, 32.8338, 270.973, 1772.23, 294.182, 1, 89000, 1, 0.00637, 500
86488, 143.78, 248.268, 27.7402, 279.618, 1812.6, 276.008, 1, 89000, 1, 0.00637, 500
86468.8, 134.183, 225.664, 20.3856, 298.645, 1852.29, 246.049, 1, 89000, 1, 0.00637, 500
86451.8, 124.421, 204.331, 17.9804, 310.314, 1891.2, 222.311, 1, 89000, 1, 0.00637, 500
86436.3, 114.962, 183.154, 15.1614, 321.148, 1929.24, 198.316, 1, 89000, 1, 0.00637, 500
86422.6, 105.727, 162.167, 17.9761, 325.209, 1966.34, 180.143, 1, 89000, 1, 0.00637, 500
86410.1, 97.0761, 161.385, 13.0357, 315.98, 2002.44, 174.421, 1, 89000, 1, 0.00637, 500
86398, 89.7569, 158.448, 11.9291, 304.41, 2037.47, 170.377, 1, 89000, 1, 0.00637, 500
86386.2, 83.6196, 159.696, 10.4625, 288.666, 2071.38, 170.159, 1, 89000, 1, 0.00637, 500
86374.4, 78.6929, 145.996, 7.73234, 289.047, 2104.16, 153.729, 1, 89000, 1, 0.00637, 500
86363.7, 73.611, 145.585, 5.9016, 275.401, 2135.78, 151.487, 1, 89000, 1, 0.00637, 500
86353.2, 69.3887, 140.492, 8.89672, 261.73, 2166.28, 149.388, 1, 89000, 1, 0.00637, 500
86342.9, 65.8643, 124.171, 7.42456, 264.035, 2195.64, 131.595, 1, 89000, 1, 0.00637, 500
86333.7, 61.8105, 122.523, 8.84609, 249.175, 2223.9, 131.369, 1, 89000, 1, 0.00637, 500
86324.6, 58.5507, 111.424, 6.92285, 247.377, 2251.08, 118.347, 1, 89000, 1, 0.00637, 500
86316.4, 55.0398, 98.6626, 7.94141, 244.707, 2277.21, 106.604, 1, 89000, 1, 0.00637, 500
