Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86728.6, 214.111, 378.6, 134.739, 61.69, 1482.3, 0.733, 500
1, 86710.7, 189.155, 355.633, 106.951, 114.194, 1523.37, 0.7798, 500
2, 86694.6, 167.42, 330.442, 83.8711, 159.097, 1564.57, 0.799, 500
3, 86680.2, 148.349, 304.308, 65.9755, 195.653, 1605.52, 0.8362, 500
4, 86667.3, 131.559, 276.981, 52.9739, 225.228, 1645.95, 0.8758, 500
5, 86655.8, 116.723, 250.485, 43.1636, 248.19, 1685.6, 0.8998, 500
6, 86645.6, 103.589, 225.554, 34.7238, 266.202, 1724.31, 0.9, 500
7, 86636.6, 91.9211, 201.685, 26.9289, 280.978, 1761.91, 0.9004, 500
8, 86628.6, 81.4849, 179.718, 20.9007, 290.958, 1798.31, 0.9106, 500
9, 86621.7, 72.162, 158.309, 17.2869, 297.165, 1833.43, 0.9156, 500
10, 86615.5, 63.8333, 139.104, 14.4018, 299.919, 1867.19, 0.9182, 500
11, 86610.2, 56.4021, 122.735, 12.1331, 298.936, 1899.58, 0.9268, 500
12, 86605.5, 49.809, 108.014, 10.0706, 296.014, 1930.57, 0.9188, 500
13, 86601.4, 43.9511, 94.3022, 8.5898, 291.59, 1960.15, 0.927, 500
14, 86597.8, 38.7365, 82.3495, 6.9033, 285.842, 1988.32, 0.9326, 500
15, 86594.7, 34.0908, 72.4705, 5.9044, 277.675, 2015.12, 0.911, 500
16, 86592, 29.9961, 62.8367, 5.25811, 269.341, 2040.55, 0.929, 500
17, 86589.7, 26.363, 54.5778, 4.58229, 260.172, 2064.65, 0.917, 500
18, 86587.6, 23.1461, 47.4403, 3.90677, 250.448, 2087.46, 0.9156, 500
19, 86585.8, 20.301, 40.9521, 3.34648, 240.569, 2109.02, 0.9266, 500
20, 86584.3, 17.7799, 35.3491, 3.0255, 230.206, 2129.36, 0.917, 500
21, 86582.9, 15.5573, 30.8034, 2.70619, 219.442, 2148.55, 0.9144, 500
22, 86581.8, 13.6101, 27.0411, 2.51633, 208.438, 2166.62, 0.9018, 500
23, 86580.8, 11.915, 23.415, 2.26319, 198.04, 2183.62, 0.9116, 500
24, 86579.9, 10.4242, 20.3106, 1.89865, 187.914, 2199.6, 0.9094, 500
25, 86579.1, 9.11094, 17.5393, 1.69218, 177.971, 2214.6, 0.907, 500
26, 86578.4, 7.9569, 15.062, 1.62844, 168.249, 2228.69, 0.9036, 500
27, 86577.8, 6.94539, 13.0801, 1.4236, 158.821, 2241.9, 0.8934, 500
28, 86577.3, 6.0602, 11.2082, 1.27271, 149.857, 2254.28, 0.8908, 500
29, 86576.9, 5.28177, 9.826, 1.22962, 140.903, 2265.88, 0.8878, 500
