Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86590.4, 352.258, 381.37, 126.539, 67.12, 1482.3, 0.6302, 500
1, 86449.2, 422.994, 378.846, 102.226, 123.336, 1523.37, 0.72, 500
2, 86315.7, 471.905, 383.684, 88.7635, 173.386, 1566.54, 0.761, 500
3, 86184.8, 508.438, 393.595, 82.3976, 218.091, 1612.67, 0.7902, 500
4, 86053.1, 538.446, 406.703, 80.3783, 259.113, 1662.25, 0.8048, 500
5, 85918.6, 565.315, 422.255, 81.2738, 297.055, 1715.55, 0.8036, 500
6, 85779.7, 591.136, 441.128, 81.3574, 333.977, 1772.73, 0.7828, 500
7, 85635.8, 616.788, 460.438, 84.0843, 368.992, 1833.91, 0.8026, 500
8, 85486.1, 643.127, 482.47, 85.3456, 403.805, 1899.16, 0.7748, 500
9, 85330.3, 670.328, 505.195, 89.7071, 435.942, 1968.56, 0.7806, 500
10, 85167.3, 699.225, 529.396, 94.0891, 467.793, 2042.19, 0.7858, 500
11, 84996.8, 729.846, 554.223, 101.812, 497.139, 2120.14, 0.7916, 500
12, 84817.8, 762.883, 582.715, 106.28, 527.779, 2202.51, 0.7574, 500
13, 84630.2, 797.91, 614.176, 111.032, 557.231, 2289.42, 0.7414, 500
14, 84433.2, 835.354, 648.173, 116.556, 585.689, 2381.03, 0.728, 500
15, 84225.9, 875.563, 684.845, 122.302, 613.884, 2477.48, 0.711, 500
16, 84007.7, 918.689, 725.176, 126.9, 642.565, 2578.99, 0.687, 500
17, 83777.9, 964.741, 768.134, 133.137, 670.347, 2685.75, 0.6776, 500
18, 83535.5, 1014.18, 814.801, 139.741, 697.765, 2798.01, 0.6584, 500
19, 83279.5, 1067.32, 864.687, 147.741, 724.695, 2916.03, 0.6432, 500
20, 83008.9, 1124.52, 919.879, 153.957, 752.671, 3040.11, 0.5978, 500
21, 82722.7, 1185.76, 979.136, 162.612, 779.199, 3170.57, 0.5868, 500
22, 82419.5, 1251.8, 1045.09, 168.982, 806.812, 3307.78, 0.529, 500
23, 82098.3, 1322.66, 1116.57, 177.39, 832.942, 3452.13, 0.5108, 500
24, 81757.3, 1399.14, 1192.75, 188.109, 858.657, 3604.05, 0.4978, 500
25, 81394.9, 1481.71, 1277.82, 195.221, 886.334, 3764.02, 0.4208, 500
26, 81010, 1570.25, 1369.01, 204.15, 914.034, 3932.55, 0.3914, 500
27, 80600.9, 1665.29, 1467.33, 216.803, 939.456, 4110.2, 0.3748, 500
28, 80165.2, 1767.97, 1573.7, 230.324, 965.222, 4297.6, 0.3366, 500
29, 79701, 1878.6, 1688.75, 245.511, 990.778, 4495.4, 0.3018, 500
