Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86669.4, 273.317, 380.54, 129.119, 65.37, 1482.3, 0.6618, 500
1, 86598.5, 289.555, 366.133, 103.755, 118.731, 1523.37, 0.7502, 500
2, 86533.1, 296.96, 354.079, 86.4172, 163.99, 1565.41, 0.801, 500
3, 86472, 298.752, 342.132, 74.2721, 204.296, 1608.59, 0.8388, 500
4, 86414.2, 296.798, 330.309, 67.1421, 238.664, 1652.93, 0.8568, 500
5, 86359, 292.567, 320.297, 60.2141, 269.526, 1698.36, 0.85, 500
6, 86306.3, 286.799, 310.648, 54.9471, 296.524, 1744.79, 0.8584, 500
7, 86255.6, 280.087, 300.861, 51.1603, 320.164, 1792.09, 0.8812, 500
8, 86206.9, 272.807, 291.633, 48.7612, 339.795, 1840.1, 0.8806, 500
9, 86159.8, 265.347, 281.695, 46.1367, 358.334, 1888.69, 0.8754, 500
10, 86114.5, 257.616, 272.783, 43.342, 374.099, 1937.7, 0.879, 500
11, 86070.8, 249.789, 262.964, 41.5231, 387.958, 1987, 0.8924, 500
12, 86028.7, 241.898, 253.872, 39.3446, 399.726, 2036.46, 0.8848, 500
13, 85988.2, 234.008, 244.254, 38.4481, 409.124, 2085.96, 0.9016, 500
14, 85949.2, 226.225, 235.398, 35.9123, 417.901, 2135.37, 0.8944, 500
15, 85911.8, 218.41, 226.725, 33.3206, 425.181, 2184.6, 0.888, 500
16, 85875.9, 210.588, 218.198, 31.4352, 430.331, 2233.55, 0.8886, 500
17, 85841.5, 202.88, 209.485, 29.7651, 434.263, 2282.12, 0.8918, 500
18, 85808.5, 195.27, 201.365, 28.8918, 435.724, 2330.22, 0.9052, 500
19, 85776.8, 187.93, 193.02, 27.6043, 436.841, 2377.79, 0.8862, 500
20, 85746.4, 180.72, 184.183, 26.4283, 437.478, 2424.76, 0.9006, 500
21, 85717.4, 173.563, 176.067, 25.0438, 436.83, 2471.05, 0.9012, 500
22, 85689.8, 166.52, 168.3, 23.5887, 435.198, 2516.61, 0.8982, 500
23, 85663.4, 159.609, 161.141, 22.405, 432.052, 2561.41, 0.8932, 500
24, 85638.1, 152.924, 154.076, 20.9512, 428.521, 2605.38, 0.9, 500
25, 85614.1, 146.398, 147.15, 19.9201, 423.953, 2648.49, 0.8936, 500
26, 85591.1, 140.078, 139.825, 19.0511, 419.21, 2690.7, 0.903, 500
27, 85569.3, 133.889, 132.709, 18.245, 413.857, 2732, 0.9086, 500
28, 85548.6, 127.844, 125.794, 16.9351, 408.515, 2772.34, 0.9112, 500
29, 85529, 121.874, 120.147, 16.0961, 401.196, 2811.71, 0.901, 500
