Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86669.4, 273.317, 379.63, 131.769, 63.63, 1482.3, 0.6916, 500
1, 86598.2, 289.797, 365.898, 104.106, 118.615, 1523.37, 0.7284, 500
2, 86532.9, 297.169, 353.694, 86.8574, 163.983, 1565.41, 0.7928, 500
3, 86471.7, 298.927, 342.714, 74.0535, 204.019, 1608.59, 0.8204, 500
4, 86413.8, 296.988, 331.824, 66.5595, 237.847, 1652.94, 0.8514, 500
5, 86358.6, 292.849, 321.221, 60.9746, 267.988, 1698.38, 0.8626, 500
6, 86305.6, 287.258, 310.685, 56.4902, 295.136, 1744.82, 0.8782, 500
7, 86254.7, 280.672, 301.01, 51.8706, 319.575, 1792.13, 0.8612, 500
8, 86205.9, 273.394, 291.433, 48.2859, 340.838, 1840.16, 0.8696, 500
9, 86158.9, 265.723, 282.562, 45.5805, 358.482, 1888.77, 0.8806, 500
10, 86113.5, 257.959, 272.8, 43.2682, 374.656, 1937.82, 0.8828, 500
11, 86069.8, 250.055, 263.698, 40.9151, 388.365, 1987.16, 0.8832, 500
12, 86027.7, 242.127, 254.59, 39.2359, 399.665, 2036.65, 0.8876, 500
13, 85987.2, 234.275, 245.233, 37.231, 409.917, 2086.19, 0.8872, 500
14, 85948.2, 226.406, 235.985, 35.4682, 418.328, 2135.65, 0.8956, 500
15, 85910.7, 218.574, 227.846, 33.5691, 424.377, 2184.92, 0.8866, 500
16, 85874.7, 210.907, 218.882, 31.5157, 430.124, 2233.9, 0.8894, 500
17, 85840.2, 203.241, 209.484, 30.469, 434.141, 2282.51, 0.8962, 500
18, 85807.1, 195.654, 201.135, 28.7671, 436.691, 2330.66, 0.899, 500
19, 85775.4, 188.188, 192.119, 27.9816, 438.009, 2378.27, 0.906, 500
20, 85745.1, 180.854, 184.173, 26.3141, 438.253, 2425.28, 0.8884, 500
21, 85716.2, 173.652, 176.957, 24.8158, 436.799, 2471.62, 0.8836, 500
22, 85688.4, 166.683, 169.319, 23.6024, 434.769, 2517.23, 0.9054, 500
23, 85661.9, 159.88, 161.54, 22.3774, 432.274, 2562.07, 0.9074, 500
24, 85636.6, 153.192, 154.035, 21.3619, 428.757, 2606.08, 0.904, 500
25, 85612.5, 146.663, 146.699, 20.0576, 424.882, 2649.23, 0.9004, 500
26, 85589.5, 140.246, 139.734, 19.6547, 419.323, 2691.49, 0.9044, 500
27, 85567.7, 134.093, 131.867, 19.0155, 414.541, 2732.83, 0.914, 500
28, 85546.9, 127.997, 125.431, 18.3229, 408.101, 2773.22, 0.9106, 500
29, 85527.2, 122.137, 119.201, 16.9039, 401.931, 2812.64, 0.905, 500
