Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
0, 1, 86669.4, 273.317, 377.52, 137.509, 60, 1482.3, 0.74, 500
0, 2, 86597.7, 290.302, 369.819, 110.086, 108.714, 1523.37, 0.76, 500
0, 3, 86531, 298.949, 359.046, 86.6405, 158.949, 1565.41, 0.74, 500
0, 4, 86469.1, 301.063, 336.252, 89.3889, 195.595, 1608.6, 1, 500
0, 5, 86410, 299.927, 339.383, 71.0677, 226.624, 1652.97, 0.42, 500
0, 6, 86353.1, 296.871, 348.131, 63.9871, 239.437, 1698.48, 0.3, 500
0, 7, 86296, 294.62, 361.827, 53.2288, 249.334, 1745.02, 0.1, 500
0, 8, 86238.5, 293.188, 345.229, 46.1039, 284.525, 1792.48, 0.82, 500
0, 9, 86184.3, 288.72, 347.616, 43.4021, 295.201, 1840.75, 0.4, 500
0, 10, 86130.2, 285.069, 346.207, 35.6252, 313.116, 1889.77, 0.48, 500
0, 11, 86077.4, 280.844, 335.388, 41.1846, 325.75, 1939.41, 0.9, 500
0, 12, 86025.4, 276.704, 322.749, 32.0935, 353.482, 1989.57, 0.84, 500
0, 13, 85976.4, 270.361, 305.434, 37.4034, 370.234, 2040.17, 0.96, 500
0, 14, 85929.1, 263.602, 293.468, 39.9534, 382.788, 2091.1, 0.96, 500
0, 15, 85883.1, 256.87, 295.411, 37.9157, 384.446, 2142.26, 0.62, 500
0, 16, 85837.1, 251.446, 294.272, 35.6196, 387.986, 2193.53, 0.64, 500
0, 17, 85791.7, 246.609, 284.455, 25.1621, 407.273, 2244.81, 0.84, 500
0, 18, 85749.1, 239.924, 287.662, 27.1614, 400.182, 2296.01, 0.32, 500
0, 19, 85705.7, 235.271, 277.704, 29.6167, 404.597, 2347.08, 0.96, 500
0, 20, 85663.4, 230.495, 268.806, 30.6175, 408.698, 2397.93, 0.8, 500
0, 21, 85622.3, 225.567, 256.875, 32.2602, 414.505, 2448.51, 0.86, 500
0, 22, 85582.5, 220.191, 240.106, 30.4899, 427.897, 2498.77, 0.86, 500
0, 23, 85545.4, 213.325, 243.782, 26.5235, 422.333, 2548.67, 0.3, 500
0, 24, 85508.3, 207.776, 251.235, 26.4285, 408.167, 2598.14, 0.24, 500
0, 25, 85470.1, 204.331, 243.378, 27.0073, 408.012, 2647.13, 0.7, 500
0, 26, 85433, 200.559, 226.6, 29.3381, 414.868, 2695.59, 0.96, 500
0, 27, 85398, 195.545, 213.493, 30.276, 419.235, 2743.5, 0.88, 500
0, 28, 85364.5, 189.85, 195.619, 27.8461, 431.289, 2790.86, 0.88, 500
0, 29, 85333.9, 182.5, 186.226, 28.2481, 431.483, 2837.63, 0.76, 500
0, 30, 85304.5, 175.377, 179.474, 26.1804, 430.663, 2883.77, 0.9, 500
1, 0, 86748.3, 242.97, 396.851, 170.079, 0, 1441.8, 1, 0
1, 1, 86669.4, 273.317, 378.52, 141.509, 55, 1482.3, 0.7, 500
1, 2, 86597, 290.998, 375.748, 110.8, 102.071, 1523.37, 0.34, 500
1, 3, 86529.4, 300.429, 385.648, 94.3456, 124.781, 1565.41, 0.12, 500
1, 4, 86462.7, 307.01, 383.162, 67.6323, 170.868, 1608.61, 0.62, 500
1, 5, 86400.2, 308.171, 371.774, 59.222, 207.663, 1653.02, 0.66, 500
1, 6, 86340.4, 306.309, 359.363, 54.4821, 240.83, 1698.63, 0.9, 500
1, 7, 86283, 302.401, 366.578, 54.9691, 247.628, 1745.4, 0.26, 500
1, 8, 86224.6, 300.304, 362.73, 49.1868, 269.94, 1793.19, 0.62, 500
1, 9, 86167.6, 297.253, 342.863, 46.6917, 303.659, 1841.9, 0.94, 500
1, 10, 86113.8, 291.682, 330.988, 41.1918, 330.969, 1891.41, 0.84, 500
1, 11, 86062.3, 284.79, 320.182, 36.7504, 354.328, 1941.64, 0.82, 500
1, 12, 86013, 277.139, 312.182, 36.2128, 369.019, 1992.44, 0.76, 500
1, 13, 85964.9, 269.812, 301.683, 35.2545, 384.66, 2043.69, 0.9, 500
1, 14, 85918.4, 262.342, 306.908, 34.925, 382.185, 2095.23, 0.36, 500
1, 15, 85871.3, 257.016, 307.714, 29.1709, 387.886, 2146.95, 0.42, 500
1, 16, 85824.8, 252.047, 292.716, 26.5082, 405.18, 2198.71, 0.88, 500
1, 17, 85780.9, 245.614, 288.095, 33.7376, 401.238, 2250.46, 0.7, 500
1, 18, 85736.5, 240.805, 272.902, 29.0646, 418.578, 2302.11, 0.84, 500
1, 19, 85695, 234.2, 285.122, 23.4369, 408.68, 2353.57, 0.08, 500
1, 20, 85652.5, 229.803, 286.544, 24.8148, 401.488, 2404.8, 0.46, 500
