Run,Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 0, 87029.3, 190.714, 311.5, 133.5, 0, 1335, 1, 0
0, 1, 86967.1, 214.735, 263.95, 114.407, 73, 1366.79, 0.975, 800
0, 2, 86914.3, 224.605, 232.159, 84.1193, 145.786, 1399.03, 0.8875, 800
0, 3, 86870.2, 223.807, 214.021, 48.5871, 211.372, 1432.03, 0.825, 800
0, 4, 86833.6, 215.664, 199.067, 43.545, 242.274, 1465.89, 0.925, 800
0, 5, 86799.7, 206.346, 185.041, 32.3745, 275.969, 1500.52, 0.9125, 800
0, 6, 86769.5, 195.368, 167.712, 23.4428, 308.257, 1535.76, 0.9, 800
0, 7, 86742.8, 182.918, 154.084, 18.4904, 330.239, 1571.43, 0.9375, 800
0, 8, 86718.8, 170.363, 136.687, 21.1448, 345.65, 1607.35, 0.875, 800
0, 9, 86696.8, 158.26, 128.774, 18.8562, 353.961, 1643.31, 0.9375, 800
0, 10, 86676.3, 147.152, 121.732, 20.0049, 355.678, 1679.14, 0.975, 800
0, 11, 86656.6, 137.441, 107.639, 15.4051, 368.272, 1714.67, 0.95, 800
0, 12, 86639.5, 127.068, 90.1918, 15.5512, 377.967, 1749.76, 0.975, 800
0, 13, 86624.8, 116.36, 78.539, 14.0645, 381.97, 1784.32, 0.9, 800
0, 14, 86611.9, 105.964, 77.2195, 13.0414, 373.686, 1818.21, 0.925, 800
0, 15, 86599.3, 97.3194, 70.5387, 13.4677, 367.994, 1851.35, 0.9125, 800
0, 16, 86587.7, 89.5328, 65.125, 11.3449, 362.709, 1883.64, 0.9125, 800
0, 17, 86577, 82.2544, 58.0078, 7.90653, 359.801, 1915.01, 0.95, 800
0, 18, 86567.9, 74.9635, 51.38, 10.277, 350.101, 1945.42, 0.9, 800
0, 19, 86559.3, 68.5382, 47.2049, 10.0408, 340.094, 1974.83, 0.95, 800
0, 20, 86551.3, 62.7843, 44.4284, 9.43587, 328.801, 2003.21, 0.9875, 800
0, 21, 86543.9, 57.7106, 36.0448, 6.52894, 325.316, 2030.54, 0.9625, 800
0, 22, 86537.9, 52.0826, 35.5496, 6.52522, 311.079, 2056.82, 0.875, 800
0, 23, 86532.1, 47.5105, 28.3019, 6.18409, 303.859, 2082.05, 0.975, 800
0, 24, 86527.3, 42.7984, 25.9318, 4.593, 293.155, 2106.21, 0.8625, 800
0, 25, 86523.1, 38.4782, 25.0713, 3.83283, 280.215, 2129.33, 0.95, 800
0, 26, 86519.1, 34.7968, 21.6675, 4.86775, 268.2, 2151.41, 0.8125, 800
0, 27, 86515.4, 31.5225, 19.9913, 4.60786, 256.043, 2172.47, 0.9375, 800
0, 28, 86512, 28.6341, 17.9765, 2.17008, 246.754, 2192.51, 0.9875, 800
0, 29, 86509.2, 25.7049, 18.7013, 2.73312, 232.129, 2211.58, 0.95, 800
0, 30, 86506.2, 23.5403, 15.9642, 2.08019, 222.548, 2229.69, 0.95, 800
1, 0, 87029.3, 190.714, 311.5, 133.5, 0, 1335, 1, 0
1, 1, 86967.1, 214.735, 280.95, 102.407, 68, 1366.79, 0.8875, 800
1, 2, 86913.6, 225.303, 256.945, 73.9765, 131.143, 1399.03, 0.775, 800
1, 3, 86867.4, 226.408, 228.134, 48.2106, 197.776, 1432.03, 0.825, 800
1, 4, 86828.9, 219.659, 199.536, 37.3515, 248.649, 1465.9, 0.9, 800
1, 5, 86795.9, 208.742, 183.036, 25.863, 285.888, 1500.58, 0.925, 800
1, 6, 86766.8, 196.098, 169.186, 25.5402, 306.467, 1535.92, 0.9875, 800
1, 7, 86739.7, 183.998, 155.555, 24.4818, 324.577, 1571.72, 0.8625, 800
1, 8, 86714.6, 172.265, 140.203, 22.7729, 342.393, 1607.76, 0.9625, 800
1, 9, 86691.9, 160.496, 129.306, 17.4822, 356.936, 1643.86, 0.8375, 800
1, 10, 86671.5, 148.823, 118.539, 15.8632, 365.441, 1679.84, 0.9125, 800
1, 11, 86652.8, 137.756, 104.907, 16.6595, 372.338, 1715.54, 0.95, 800
1, 12, 86635.9, 127.114, 100.7, 12.7349, 372.742, 1750.82, 0.9125, 800
1, 13, 86620.1, 117.465, 93.3028, 10.4521, 373.118, 1785.55, 0.9125, 800
1, 14, 86605.7, 108.398, 80.0835, 12.7534, 373.467, 1819.61, 0.95, 800
1, 15, 86592.8, 99.6242, 73.539, 11.3464, 369.79, 1852.92, 0.975, 800
1, 16, 86581, 91.4978, 66.2336, 5.51337, 370.377, 1885.4, 0.9625, 800
1, 17, 86571, 83.1692, 63.3123, 1.60943, 363.921, 1916.98, 0.9625, 800
1, 18, 86562, 75.5568, 56.4337, 4.48462, 353.927, 1947.61, 0.8625, 800
1, 19, 86553.5, 68.9097, 49.9807, 4.6977, 345.646, 1977.24, 0.9375, 800
1, 20, 86545.9, 62.7242, 41.058, 4.49673, 339.957, 2005.83, 0.9875, 800
1, 21, 86539.6, 56.5077, 34.9067, 2.93899, 332.675, 2033.37, 0.9875, 800
1, 22, 86534.3, 50.4633, 34.3244, 5.11953, 315.912, 2059.84, 0.925, 800
1, 23, 86528.9, 45.8493, 31.9375, 5.78164, 302.347, 2085.22, 0.875, 800
1, 24, 86523.6, 41.9183, 29.0752, 4.11963, 291.751, 2109.51, 0.9, 800
1, 25, 86519, 38.1448, 25.8669, 4.34047, 279.912, 2132.72, 0.9125, 800
1, 26, 86514.8, 34.7109, 22.3596, 4.31912, 268.918, 2154.87, 0.775, 800
1, 27, 86511.1, 31.4735, 19.622, 2.09327, 259.709, 2175.99, 0.925, 800
1, 28, 86508.1, 28.1943, 20.6267, 1.83216, 245.159, 2196.09, 0.975, 800
1, 29, 86505, 25.674, 20.1006, 1.39295, 232.647, 2215.2, 0.975, 800
1, 30, 86502, 23.5236, 20.2592, 0.833892, 220.03, 2233.36, 1, 800
2, 0, 87029.3, 190.714, 311.5, 133.5, 0, 1335, 1, 0
2, 1, 86967.1, 214.735, 268.95, 115.407, 67, 1366.79, 0.9375, 800
2, 2, 86913.5, 225.442, 237.802, 91.0479, 133.214, 1399.03, 0.85, 800
2, 3, 86867.6, 226.231, 209.378, 76.071, 188.699, 1432.03, 0.95, 800
2, 4, 86827.8, 220.786, 190.095, 65.2112, 230.22, 1465.9, 0.9625, 800
2, 5, 86792.2, 212.211, 167.427, 46.8004, 280.776, 1500.58, 0.9, 800
2, 6, 86762.4, 199.614, 154.177, 37.1902, 310.721, 1535.94, 0.9625, 800
2, 7, 86735.7, 186.342, 143.111, 27.5106, 335.526, 1571.8, 0.9125, 800
2, 8, 86712, 172.828, 123.976, 27.726, 355.56, 1607.95, 1, 800
2, 9, 86690.8, 159.377, 118.317, 19.1153, 368.163, 1644.19, 0.95, 800
2, 10, 86671.7, 146.625, 104.178, 16.3125, 380.866, 1680.3, 0.975, 800
2, 11, 86655, 134.063, 98.2644, 12.9448, 383.661, 1716.11, 0.9625, 800
2, 12, 86639.5, 122.719, 91.0143, 12.064, 383.257, 1751.46, 0.9625, 800
2, 13, 86625.2, 112.51, 81.6939, 10.5654, 383.881, 1786.2, 0.8875, 800
2, 14, 86612.3, 102.836, 70.61, 12.5613, 381.461, 1820.21, 0.9875, 800
2, 15, 86600.8, 93.8317, 65.9635, 11.8342, 374.214, 1853.39, 0.825, 800
2, 16, 86589.9, 85.8797, 55.3883, 8.61884, 374.484, 1885.68, 0.8625, 800
2, 17, 86581.1, 77.6001, 51.4551, 11.156, 361.735, 1917, 0.925, 800
2, 18, 86572.3, 70.7814, 42.6438, 7.01514, 359.897, 1947.31, 0.9625, 800
2, 19, 86565.4, 63.5257, 44.5072, 5.76094, 344.19, 1976.57, 0.95, 800
2, 20, 86558.5, 57.8053, 36.2217, 7.16099, 335.605, 2004.74, 0.825, 800
2, 21, 86552.4, 52.2718, 32.7272, 5.11781, 325.633, 2031.81, 0.9875, 800
2, 22, 86547.2, 47.0752, 32.7076, 2.88856, 312.374, 2057.78, 0.975, 800
2, 23, 86542.2, 42.6051, 32.9618, 2.50674, 297.061, 2082.63, 0.9875, 800
2, 24, 86537.3, 39.0111, 33.5721, 2.884, 280.843, 2106.38, 0.9875, 800
2, 25, 86532.2, 36.2728, 30.6357, 3.01866, 268.783, 2129.05, 0.9875, 800
2, 26, 86527.6, 33.6927, 26.5256, 1.97941, 259.584, 2150.65, 0.9, 800
2, 27, 86523.6, 30.9132, 22.3479, 1.85959, 250.042, 2171.23, 0.8125, 800
2, 28, 86520.2, 28.0925, 20.0795, 3.58155, 237.182, 2190.82, 0.975, 800
