Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 84937.1, 426.655, 581.98, 210.264, 110.47, 2733.57, 0.758375, 800
1, 84829, 449.335, 547.092, 170.725, 205.749, 2798.05, 0.818875, 800
2, 84731.3, 457.208, 516.381, 142.21, 288.873, 2864.02, 0.842875, 800
3, 84641.7, 455.338, 488.775, 117.805, 364.649, 2931.7, 0.83, 800
4, 84559.3, 446.681, 461.96, 102.57, 428.393, 3001.07, 0.868875, 800
5, 84482.7, 433.968, 436.098, 91.4448, 483.793, 3071.99, 0.890875, 800
6, 84411.2, 418.712, 412.044, 81.1011, 532.747, 3144.23, 0.89025, 800
7, 84344.3, 401.787, 388.222, 72.8709, 575.263, 3217.51, 0.888375, 800
8, 84281.9, 383.854, 365.492, 65.7931, 611.403, 3291.53, 0.892125, 800
9, 84223.6, 365.429, 344.415, 59.1248, 641.441, 3366.01, 0.899, 800
10, 84169, 346.897, 322.134, 54.8773, 666.414, 3440.65, 0.9145, 800
11, 84118.1, 328.453, 301.41, 50.5113, 686.353, 3515.18, 0.904125, 800
12, 84070.6, 310.279, 279.774, 46.2606, 703.768, 3589.35, 0.905, 800
13, 84026.6, 292.219, 259.539, 41.353, 717.409, 3662.9, 0.9065, 800
14, 83986, 274.358, 240.231, 38.0723, 725.705, 3735.64, 0.911, 800
15, 83948.5, 257.003, 222.462, 34.7343, 729.969, 3807.35, 0.919875, 800
16, 83913.8, 240.259, 205.312, 32.4635, 730.279, 3877.87, 0.91675, 800
17, 83881.8, 224.234, 188.644, 29.5402, 728.776, 3947.01, 0.930625, 800
18, 83852.4, 208.763, 173.462, 28.2342, 722.47, 4014.65, 0.91975, 800
19, 83825.3, 194.157, 159.148, 25.1433, 715.615, 4080.66, 0.918, 800
20, 83800.5, 180.122, 145.263, 23.1268, 706.07, 4144.94, 0.928, 800
21, 83777.8, 166.747, 132.424, 20.6422, 694.956, 4207.41, 0.929375, 800
22, 83757.2, 153.981, 121.37, 18.5826, 680.847, 4267.98, 0.922, 800
23, 83738.4, 142, 110.498, 16.7141, 665.755, 4326.61, 0.9205, 800
24, 83721.3, 130.698, 100.625, 15.0302, 649.071, 4383.25, 0.92225, 800
25, 83705.8, 120.1, 91.2152, 13.6785, 631.349, 4437.87, 0.923625, 800
26, 83691.7, 110.173, 82.7739, 12.7675, 612.132, 4490.46, 0.92475, 800
27, 83678.9, 100.973, 74.8057, 11.6159, 592.739, 4541.01, 0.93225, 800
28, 83667.3, 92.3858, 67.9387, 10.1046, 572.8, 4589.52, 0.920125, 800
29, 83656.8, 84.3893, 61.8799, 9.056, 551.896, 4636.01, 0.9255, 800
