Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86665.2, 274.601, 390.886, 127.521, 59.33, 1482.49, 0.5798, 500
1, 86593.1, 291.796, 384.86, 97.9185, 108.612, 1523.75, 0.6794, 500
2, 86526, 300.54, 379.831, 81.6221, 146.054, 1565.99, 0.773, 500
3, 86461.9, 304.521, 375.966, 69.3043, 178.952, 1609.39, 0.7804, 500
4, 86400.1, 305.413, 372.354, 61.8953, 206.289, 1653.98, 0.81, 500
5, 86339.8, 304.554, 368.565, 57.709, 229.594, 1699.73, 0.841, 500
6, 86280.8, 302.719, 364.627, 54.8701, 250.435, 1746.58, 0.8436, 500
7, 86222.7, 300.272, 361.733, 52.364, 268.527, 1794.43, 0.8488, 500
8, 86165.4, 297.528, 358.403, 49.63, 285.886, 1843.19, 0.8456, 500
9, 86108.9, 294.456, 355.706, 47.4667, 300.686, 1892.75, 0.8428, 500
10, 86053.2, 291.29, 351.643, 46.6336, 314.198, 1943.03, 0.8564, 500
11, 85998.2, 288.045, 347.966, 45.0701, 326.805, 1993.92, 0.847, 500
12, 85943.9, 284.69, 343.818, 45.0435, 337.172, 2045.34, 0.8674, 500
13, 85890.3, 281.396, 339.706, 43.9375, 347.468, 2097.2, 0.8438, 500
14, 85837.4, 278.008, 335.846, 42.7928, 356.529, 2149.42, 0.8598, 500
15, 85785.2, 274.575, 332.089, 42.6567, 363.513, 2201.93, 0.8628, 500
16, 85733.6, 271.261, 327.208, 41.7843, 371.448, 2254.66, 0.8584, 500
17, 85682.9, 267.787, 322.833, 41.7454, 377.226, 2307.55, 0.8664, 500
18, 85632.7, 264.371, 319.304, 39.9708, 383.101, 2360.54, 0.8556, 500
19, 85583.3, 260.88, 315.758, 39.398, 387.067, 2413.56, 0.8448, 500
20, 85534.5, 257.492, 311.877, 38.5266, 390.979, 2466.58, 0.8496, 500
21, 85486.4, 254.102, 307.829, 38.3043, 393.792, 2519.54, 0.8648, 500
22, 85438.9, 250.777, 304.136, 37.7444, 396.014, 2572.39, 0.8498, 500
23, 85392.1, 247.507, 299.7, 37.4849, 398.157, 2625.1, 0.8786, 500
24, 85345.8, 244.222, 295.624, 36.3778, 400.317, 2677.62, 0.864, 500
25, 85300.4, 240.858, 290.559, 36.0927, 402.203, 2729.93, 0.8684, 500
26, 85255.6, 237.411, 287.225, 35.3562, 402.385, 2781.99, 0.8604, 500
27, 85211.5, 234.072, 283.297, 34.4154, 402.953, 2833.77, 0.8646, 500
28, 85168, 230.713, 278.821, 34.7515, 402.43, 2885.25, 0.8714, 500
29, 85125.2, 227.437, 274.865, 34.362, 401.775, 2936.39, 0.8686, 500
