Simulations,Runs,Undiscounted_return,Undiscounted_error,Discounted_return,Discounted_error,Time,Cumulative_I,Testing_Number_Total,Testing_Number_Min,Testing_Number_Max,Testing_Number_Variance,Reward_Numerator,Reward_Denominator
1024, 100, -8471.01, 28.2254, -8471.01, 28.2254, 142.792, 3362.77, 15000, 15000, 15000, 0, 85978.2, 0
