S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number,asymptomatic_rate,testing_sensitivity,group_number
85233.1, 487.734, 562.262, 245.379, 147.693, 2323.82, 807.64, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85122.6, 500.681, 576.383, 251.116, 157.143, 2392.06, 827.499, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85009.6, 513.609, 595.308, 256.22, 162.919, 2462.39, 851.528, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84893.4, 527.08, 605.691, 264.735, 174.282, 2534.85, 870.426, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84774.8, 540.273, 622.219, 268.45, 184.833, 2609.48, 890.669, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84653.6, 553.416, 635.413, 276.691, 194.631, 2686.3, 912.104, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84529.6, 566.67, 652.504, 279.133, 206.728, 2765.35, 931.637, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84403.2, 579.742, 668.231, 282.195, 219.962, 2846.66, 950.425, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84274.4, 592.556, 682.664, 286.823, 233.251, 2930.26, 969.486, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84143.3, 605.189, 706.86, 298.889, 229.59, 3016.17, 1005.75, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84007.5, 619.989, 719.096, 307.851, 241.191, 3104.41, 1026.95, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83869, 634.468, 734.531, 316.061, 250.963, 3194.99, 1050.59, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83727.6, 649.006, 748.89, 325.553, 261.037, 3287.96, 1074.44, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83583.2, 663.604, 774.259, 332.24, 263.391, 3383.35, 1106.5, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 395.52, 168.509, 11, 1482.3, 564.029, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86590.9, 297.119, 402.533, 163.871, 22.2143, 1523.37, 566.405, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86512.2, 316.42, 405.378, 162.993, 37.6276, 1565.41, 568.371, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86433.2, 332.062, 413.721, 164.336, 47.9399, 1608.7, 578.057, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86353, 345.848, 426.658, 167.522, 53.5156, 1653.41, 594.18, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86270.7, 359.036, 429.601, 172.307, 68.6931, 1699.68, 601.908, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86187.3, 370.579, 444.18, 175.541, 74.7864, 1747.58, 619.722, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86101.6, 382.197, 452.334, 179.237, 87.4445, 1797.18, 631.572, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86014.3, 393.044, 463.532, 184.367, 96.1985, 1848.54, 647.899, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85924.9, 403.887, 476.449, 191.78, 101.327, 1901.69, 668.229, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85832.7, 415.273, 487.961, 193.315, 114.09, 1956.66, 681.276, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85738.8, 426.08, 498.245, 203.423, 119.94, 2013.47, 701.668, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85642.3, 437.429, 515.307, 208.457, 124.373, 2072.16, 723.765, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85542.8, 449.437, 526.74, 215.813, 132.489, 2132.74, 742.553, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85440.8, 461.508, 538.037, 221.364, 143.026, 2195.24, 759.401, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85336.7, 473.354, 549.217, 227.243, 153.81, 2259.7, 776.46, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85230.3, 485.04, 559.256, 230.413, 168.823, 2326.15, 789.669, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85122.3, 496.064, 568.215, 239.057, 179.764, 2394.61, 807.272, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85012, 507.151, 586.077, 245.745, 183.924, 2465.12, 831.823, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84898.5, 519.228, 604.216, 253.621, 186.787, 2537.67, 857.837, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84781.6, 532.283, 618.749, 259.659, 195.445, 2612.29, 878.408, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84662, 545.365, 629.073, 269.049, 205.484, 2688.99, 898.122, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84540, 558.342, 648.49, 278.553, 206.807, 2767.82, 927.043, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84414.2, 572.472, 663.337, 285.157, 216.035, 2848.81, 948.494, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84285.7, 586.495, 679.102, 292.137, 224.604, 2931.99, 971.239, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84154.3, 600.595, 692.704, 301.46, 233.561, 3017.41, 994.164, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84020, 614.766, 708.308, 312.963, 238.878, 3105.1, 1021.27, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83882.3, 629.545, 726.782, 323.494, 242.815, 3195.11, 1050.28, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83740.8, 645.048, 749.005, 330.16, 247.471, 3287.47, 1079.17, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83595.8, 661.095, 767.812, 340.28, 252.795, 3382.23, 1108.09, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 400.52, 171.509, 3, 1482.3, 572.029, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86589.8, 298.232, 398.176, 172.657, 17.7857, 1523.37, 570.833, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86510.4, 317.925, 405.487, 176.218, 24.5153, 1565.41, 581.706, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86429.7, 335.116, 409.034, 176.707, 40.7642, 1608.71, 585.74, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86348.4, 349.353, 416.733, 180.192, 51.8525, 1653.46, 596.925, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86265.7, 362.217, 423.876, 186.282, 62.1487, 1699.81, 610.158, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86181.2, 374.261, 438.309, 190.709, 67.7095, 1747.83, 629.019, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86094.2, 386.423, 447.398, 193.543, 80.8731, 1797.59, 640.941, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86005.6, 397.712, 457.54, 197.904, 92.0965, 1849.15, 655.444, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85915.1, 408.654, 470.539, 205.631, 97.5182, 1902.55, 676.169, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85821.9, 420.171, 488.14, 212.462, 99.5526, 1957.81, 700.602, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85725.4, 432.648, 505.097, 213.496, 108.442, 2014.97, 718.593, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85626.5, 444.998, 517.589, 219.205, 117.696, 2074.04, 736.795, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85525.2, 457.265, 526.918, 228.248, 127.289, 2135.07, 755.166, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85421.5, 469.481, 543.298, 236.38, 131.197, 2198.11, 779.679, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85314.6, 482.489, 554.219, 244.665, 140.826, 2263.17, 798.884, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85205.2, 495.392, 567.18, 252.138, 149.767, 2330.29, 819.318, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85093.2, 508.368, 584.022, 256.852, 158.069, 2399.51, 840.874, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84978.3, 521.546, 600.478, 262.007, 166.778, 2470.86, 862.485, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84860.7, 534.882, 613.603, 266.585, 179.866, 2544.38, 880.188, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84740.8, 547.798, 627.658, 272.636, 191.018, 2620.1, 900.294, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84618.3, 560.697, 641.517, 281.03, 200.374, 2698.05, 922.547, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84493, 573.862, 656.192, 288.598, 210.062, 2778.26, 944.79, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84364.9, 587.224, 671.661, 292.416, 223.057, 2860.75, 964.077, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84234.3, 600.332, 690.897, 298.763, 230.125, 2945.55, 989.66, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84100.5, 614.075, 709.594, 311.442, 231.687, 3032.67, 1021.04, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83962.7, 629.093, 731.879, 317.041, 237.138, 3122.15, 1048.92, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83821.3, 644.639, 758.675, 324.141, 237.2, 3214.01, 1082.82, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83675.6, 661.398, 776.733, 326.666, 251.257, 3308.3, 1103.4, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83527.4, 677.317, 791.848, 334.017, 264.31, 3405.06, 1125.86, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 398.52, 166.509, 10, 1482.3, 565.029, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86590.8, 297.258, 400.319, 167.014, 21.2857, 1523.37, 567.333, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86511.9, 316.66, 404.341, 166.92, 34.7653, 1565.41, 571.261, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86432.6, 332.655, 411.792, 169.997, 44.2821, 1608.7, 581.789, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86351.9, 346.839, 420.95, 167.814, 59.1191, 1653.42, 588.763, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86270.3, 359.078, 430.44, 168.637, 71.8963, 1699.7, 599.077, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86187.3, 370.22, 440.965, 173.136, 80.7608, 1747.62, 614.101, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86102.3, 381.132, 451.298, 178.983, 88.9922, 1797.26, 630.281, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86015.2, 392.014, 459.421, 187.066, 97.6356, 1848.63, 646.487, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85926, 402.869, 469.487, 195.225, 104.662, 1901.78, 664.712, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85834.3, 413.975, 486.354, 200.453, 108.186, 1956.74, 686.807, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85739.7, 425.805, 498.571, 207.973, 114.458, 2013.53, 706.544, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85642.4, 437.881, 510.571, 211.666, 125.283, 2072.17, 722.238, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85543.1, 449.589, 525.405, 221.82, 127.334, 2132.71, 747.226, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85440.5, 462.272, 539.819, 226.951, 135.239, 2195.17, 766.77, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85335.4, 474.975, 555.979, 233.477, 140.579, 2259.6, 789.455, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85227.3, 488.116, 565.762, 241.298, 151.537, 2326.03, 807.061, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85116.8, 500.9, 578.687, 241.35, 167.713, 2394.51, 820.037, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85004.8, 512.757, 592.478, 249.164, 175.734, 2465.06, 841.642, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84890, 525.043, 606.944, 257.132, 183.181, 2537.73, 864.076, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84772.2, 537.773, 620.097, 267.268, 190.097, 2612.53, 887.365, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84651.5, 550.963, 628.093, 273.444, 206.519, 2689.49, 901.537, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84529, 563.269, 646.364, 282.97, 209.767, 2768.64, 929.334, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84402.9, 576.708, 660.052, 289.554, 220.784, 2850.01, 949.607, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84274.2, 590.017, 682.645, 298.474, 221.014, 2933.61, 981.119, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84141.5, 604.731, 701.487, 304.556, 228.227, 3019.47, 1006.04, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84005.7, 619.66, 722.043, 311.085, 233.925, 3107.63, 1033.13, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83866.3, 635.035, 743.221, 319.045, 238.216, 3198.14, 1062.27, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83723.3, 651.027, 768.039, 327.358, 239.201, 3291.03, 1095.4, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83576.1, 668.029, 790.323, 333.037, 246.115, 3386.36, 1123.36, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 388.52, 165.509, 21, 1482.3, 554.029, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86592.3, 295.728, 391.033, 165.086, 32.5, 1523.37, 556.119, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86515, 313.879, 398.504, 167.038, 40.1786, 1565.41, 565.542, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86436.5, 329.639, 404.983, 171.939, 48.3087, 1608.68, 576.922, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86356.4, 343.754, 417.205, 174.436, 54.8581, 1653.34, 591.641, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86274.4, 357.013, 428.53, 179.602, 60.9396, 1699.52, 608.132, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86190.2, 369.826, 436.903, 181.194, 74.5868, 1747.31, 618.096, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86104.7, 381.372, 444.471, 185.441, 87.2592, 1796.78, 629.912, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86017.6, 392.158, 458.115, 188.077, 96.0264, 1848.01, 646.192, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85928.4, 402.946, 467.295, 192.173, 108.167, 1901.03, 659.467, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85837.4, 413.315, 479.329, 196.623, 117.441, 1955.86, 675.952, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85744.3, 423.785, 492.955, 199.377, 127.052, 2012.53, 692.333, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85649, 434.315, 503.074, 206.563, 135.977, 2071.06, 709.637, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85551.5, 445.012, 510.944, 211.868, 149.265, 2131.46, 722.812, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85452.2, 455.267, 526.75, 216.435, 155.603, 2193.75, 743.185, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85350.3, 466.151, 540.862, 225.291, 159.488, 2257.95, 766.154, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85245.3, 477.883, 551.49, 231.168, 170.096, 2324.06, 782.658, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85138.2, 489.398, 565.002, 237.329, 177.947, 2392.12, 802.331, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85028.6, 501.163, 580.16, 240.741, 187.236, 2462.14, 820.901, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84916.5, 512.969, 595.883, 250.615, 189.862, 2534.15, 846.498, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84801.1, 525.755, 615.136, 256.492, 193.301, 2608.17, 871.628, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84682.5, 539.248, 623.803, 265.716, 204.493, 2684.24, 889.52, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84561.6, 552.308, 641.741, 275.092, 206.887, 2762.38, 916.832, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84437.1, 566.291, 658.225, 281.581, 214.109, 2842.65, 939.806, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84309.8, 580.407, 676.49, 294.445, 213.816, 2925.07, 970.935, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84178.4, 595.721, 689.426, 304.238, 222.543, 3009.7, 993.664, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84044.1, 610.839, 704.582, 308.25, 235.647, 3096.57, 1012.83, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83907.5, 625.304, 725.772, 312.882, 242.815, 3185.75, 1038.65, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83767.6, 640.132, 745.474, 320.052, 249.471, 3277.28, 1065.53, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83624.3, 655.375, 764.844, 326.599, 257.652, 3371.21, 1091.44, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 394.52, 167.509, 13, 1482.3, 562.029, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86591.2, 296.841, 399.605, 164.943, 24.0714, 1523.37, 564.547, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86512.7, 315.94, 401.619, 166.972, 37.352, 1565.41, 568.591, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86433.7, 331.709, 407.164, 171.001, 47.684, 1608.69, 578.165, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86353.5, 345.58, 417.52, 175.69, 54.278, 1653.4, 593.209, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86271.3, 358.689, 426.078, 178.875, 65.401, 1699.65, 604.953, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86187.5, 370.723, 441.86, 183.62, 68.7295, 1747.53, 625.48, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86101, 383.109, 454.2, 185.747, 78.8203, 1797.12, 639.948, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86012.6, 394.931, 465.393, 187.466, 91.1903, 1848.46, 652.859, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85922.4, 406.079, 474.441, 192.772, 102.677, 1901.6, 667.212, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85830.4, 416.884, 479.403, 198.367, 118.343, 1956.59, 677.77, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85737, 426.883, 496.524, 202.211, 123.89, 2013.46, 698.735, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85640.9, 437.666, 508.821, 209.38, 131.04, 2072.22, 718.202, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85542.1, 448.861, 521.75, 214.685, 139.68, 2132.88, 736.435, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85441, 460.206, 538.323, 221.282, 143.703, 2195.46, 759.604, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85336.9, 472.34, 549.3, 228.088, 153.439, 2259.98, 777.388, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85230.4, 484.357, 559.192, 237.136, 162.479, 2326.47, 796.328, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85121.4, 496.428, 564.06, 240.26, 182.873, 2394.95, 804.319, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85011.5, 507.038, 580.27, 245.884, 189.811, 2465.47, 826.153, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84898.8, 518.363, 598.807, 249.743, 196.253, 2538.04, 848.55, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84783.2, 530.326, 618.606, 260.006, 195.235, 2612.67, 878.612, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84663.6, 543.83, 634.665, 269.254, 199.289, 2689.37, 903.919, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84540.8, 557.903, 648.468, 272.651, 212.054, 2768.17, 921.12, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84415.8, 571.318, 664.256, 279.65, 219.908, 2849.11, 943.906, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84287.9, 584.953, 687.793, 284.954, 222.2, 2932.24, 972.748, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84156.3, 599.569, 705.559, 294.698, 226.329, 3017.59, 1000.26, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84021.1, 614.772, 724.101, 300.622, 234.162, 3105.21, 1024.72, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83882.9, 630.017, 745.448, 306.035, 240.436, 3195.13, 1051.48, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83741.4, 645.589, 764.404, 312.977, 248.262, 3287.41, 1077.38, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
83596.5, 661.289, 782.186, 323.356, 254.529, 3382.1, 1105.54, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 390.52, 167.509, 17, 1482.3, 558.029, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86591.7, 296.284, 392.89, 166.943, 28.7857, 1523.37, 559.833, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86513.9, 314.84, 396.307, 168.795, 40.7296, 1565.41, 565.102, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86435.4, 330.345, 401.077, 172.629, 51.8203, 1608.69, 573.705, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86355.8, 343.873, 409.677, 173.119, 64.1189, 1653.37, 582.796, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86275.1, 355.881, 418.556, 176.386, 74.539, 1699.57, 594.942, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86192.7, 367.094, 428.483, 180.14, 84.2148, 1747.4, 608.622, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86108.5, 377.879, 440.27, 178.298, 98.1994, 1796.88, 618.568, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86023, 387.799, 451.725, 186.235, 103.185, 1848.08, 637.96, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85934.9, 398.328, 464.751, 190.201, 110.815, 1901.02, 654.952, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85844.5, 409.005, 473.32, 197.515, 119.899, 1955.72, 670.835, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85752.1, 419.64, 479.772, 204.947, 131.335, 2012.2, 684.719, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85657.9, 429.959, 490.252, 212.486, 138.954, 2070.49, 702.739, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85561.2, 440.589, 501.429, 216.106, 150.029, 2130.61, 717.535, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85462.7, 451.015, 516.295, 217.105, 160.312, 2192.58, 733.4, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85362.1, 461.419, 529.559, 220.659, 169.862, 2256.41, 750.217, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85259.3, 471.929, 537.332, 226.582, 182.729, 2322.13, 763.914, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85154.8, 482.087, 553.021, 236.714, 183.677, 2389.75, 789.735, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85046.8, 493.614, 565.012, 242.731, 192.557, 2459.28, 807.742, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84936.5, 505.158, 584.76, 252.01, 190.803, 2530.73, 836.769, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84822.5, 518.207, 604.713, 260.319, 190.174, 2604.13, 865.032, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84704.7, 532.341, 619.068, 267.817, 196.59, 2679.5, 886.885, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84584.1, 546.456, 631.377, 272.627, 208.548, 2756.89, 904.004, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
