S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number,asymptomatic_rate,testing_sensitivity,group_number
85613.3, 360.008, 516.214, 45.851, 246.332, 2218.3, 562.065, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85536.1, 365.246, 520.743, 45.1764, 256.737, 2276.05, 565.919, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85458.4, 369.896, 527.681, 48.8642, 260.398, 2334.81, 576.546, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85379.3, 375.003, 539.775, 46.5677, 264.798, 2394.59, 586.343, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85298.9, 380.358, 550.72, 47.7416, 266.884, 2455.39, 598.462, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85217, 386.225, 556.633, 50.1529, 272.821, 2517.2, 606.786, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85134, 391.98, 561.945, 55.7441, 276.334, 2580.02, 617.689, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85049.6, 397.992, 571.683, 55.2812, 281.596, 2643.88, 626.965, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84964, 403.984, 578.568, 56.212, 288.482, 2708.78, 634.78, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84877.4, 409.758, 585.799, 55.4359, 296.876, 2774.73, 641.235, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84790, 415.168, 591.323, 54.0617, 307.67, 2841.74, 645.384, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84702.2, 419.971, 599.209, 53.1102, 315.694, 2909.81, 652.319, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84613.5, 424.665, 606.204, 53.5149, 323.144, 2978.96, 659.719, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84523.9, 429.333, 617.357, 55.1723, 325.063, 3049.16, 672.529, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84432.7, 434.71, 628.367, 56.9914, 326.844, 3120.42, 685.358, 0, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 396.52, 127.509, 51, 1482.3, 524.029, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86596.5, 291.554, 404.462, 89.8, 94.3571, 1523.37, 494.262, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86527.8, 301.946, 414.389, 79.8789, 110.617, 1565.41, 494.268, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86459.1, 310.205, 420.062, 74.29, 127.716, 1608.62, 494.352, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86390.5, 316.769, 426.487, 64.5959, 148.594, 1653.05, 491.083, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86322.4, 321.513, 434.371, 51.9881, 170.98, 1698.74, 486.359, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86255, 324.6, 442.356, 44.5654, 187.767, 1745.7, 486.922, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86187.6, 327.095, 451.203, 47.8582, 192.355, 1793.89, 499.062, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86118.6, 330.718, 462.768, 48.0654, 196.615, 1843.28, 510.833, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86047.9, 335.188, 471.014, 52.4752, 199.571, 1893.81, 523.489, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85975.6, 340.454, 477.296, 45.8383, 215.316, 1945.45, 523.134, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85903.4, 344.557, 484.867, 41.9913, 226.937, 1998.2, 526.858, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85830.8, 348.292, 488.472, 42.6654, 237.727, 2052.04, 531.137, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85757.6, 351.809, 495.342, 37.5154, 250.746, 2106.96, 532.857, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85684.3, 354.796, 502.213, 39.9442, 255.836, 2162.93, 542.158, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85609.7, 358.402, 511.012, 37.3788, 263.562, 2219.93, 548.391, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85534.4, 362.079, 513.688, 43.2131, 268.736, 2277.93, 556.901, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85457.9, 366.123, 519.687, 46.8512, 272.541, 2336.9, 566.538, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85380.2, 370.611, 528.824, 53.472, 270.073, 2396.84, 582.296, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85300.4, 376.291, 533.936, 47.8893, 283.782, 2457.72, 581.825, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85220.7, 380.695, 542.478, 46.046, 290.512, 2519.55, 588.525, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85140.2, 385.061, 551.027, 45.5988, 295.761, 2582.34, 596.626, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85058.7, 389.585, 559.577, 50.4454, 295.636, 2646.08, 610.022, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84975.4, 394.955, 571.149, 52.2172, 295.519, 2710.77, 623.366, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84890.4, 400.989, 578.646, 54.1847, 299.41, 2776.41, 632.831, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84804.1, 407.021, 581.453, 56.3737, 308.024, 2842.99, 637.826, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84717.3, 412.439, 588.903, 54.7683, 316.022, 2910.56, 643.672, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84629.8, 417.48, 600.58, 61.6026, 311.449, 2979.1, 662.183, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84539.8, 423.936, 611.129, 55.2512, 321.203, 3048.65, 666.38, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84449.4, 429.575, 621.828, 54.7409, 325.26, 3119.19, 676.569, 1, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 393.52, 118.509, 63, 1482.3, 512.029, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86598.1, 289.885, 401.676, 95.4428, 91.5, 1523.37, 497.119, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86529, 301.008, 410.569, 81.0186, 112.964, 1565.41, 491.587, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86460.8, 309.084, 418.384, 68.292, 134.895, 1608.59, 486.676, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86393.2, 314.809, 426.771, 62.9591, 149.26, 1652.99, 489.73, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86325.3, 319.759, 434.36, 58.3505, 163.599, 1698.64, 492.711, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86257, 324.079, 445.101, 52.3682, 175.913, 1745.51, 497.469, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86188.1, 328.14, 451.679, 53.0723, 185.348, 1793.61, 504.751, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86118.3, 332.341, 455.356, 51.9698, 199.109, 1842.91, 507.326, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86048.2, 336.002, 463.358, 51.1982, 207.887, 1893.37, 514.556, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85977.1, 339.871, 472.301, 51.7013, 214.038, 1944.97, 524.003, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85904.8, 344.212, 482.148, 45.4006, 225.749, 1997.69, 527.548, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85832.1, 348.113, 487.898, 48.8104, 231.624, 2051.49, 536.709, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85758.1, 352.434, 496.784, 44.2107, 242.08, 2106.37, 540.995, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85683.6, 356.417, 502.64, 49.1988, 245.788, 2162.31, 551.839, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85607.8, 361.03, 511.636, 46.0696, 254.232, 2219.28, 557.705, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85531.1, 365.459, 515.635, 46.4407, 264.073, 2277.28, 562.075, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85453.9, 369.534, 527.968, 45.0511, 267.21, 2336.29, 573.019, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85375.4, 374.226, 533.991, 50.0052, 270.124, 2396.3, 583.996, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85295.3, 379.411, 541.24, 51.887, 274.829, 2457.31, 593.127, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85214.1, 384.734, 550.698, 49.9454, 281.199, 2519.31, 600.643, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85132, 389.943, 555.225, 51.4619, 289.113, 2582.3, 606.687, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85049.1, 394.858, 563.158, 51.1827, 295.462, 2646.28, 614.341, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84965.2, 399.753, 572.212, 44.2182, 307.358, 2711.27, 616.431, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84881.1, 403.872, 578.306, 54.045, 305.403, 2777.25, 632.351, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84795, 409.252, 589.54, 62.4169, 299.589, 2844.24, 651.957, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84706.2, 416.138, 599.725, 62.5137, 303.19, 2912.2, 662.239, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84616.2, 422.952, 607.147, 61.0167, 311.533, 2981.16, 668.164, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84525.4, 429.112, 614.993, 56.0355, 323.281, 3051.14, 671.028, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84434.4, 434.331, 619.14, 58.7797, 331.189, 3122.16, 677.92, 2, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 398.52, 120.509, 56, 1482.3, 519.029, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86597.2, 290.859, 405.319, 90.3, 93, 1523.37, 495.619, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86528.3, 301.578, 410.088, 75.3015, 119.357, 1565.41, 485.389, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86460.8, 308.678, 419.017, 64.0175, 138.832, 1608.61, 483.034, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86393.8, 313.979, 429.302, 57.9655, 151.915, 1653.03, 487.267, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86326.2, 318.754, 441.595, 51.6638, 163.064, 1698.68, 493.258, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86257.9, 323.352, 447.678, 45.0988, 180.417, 1745.56, 492.777, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86189.7, 326.909, 454.97, 50.2786, 184.53, 1793.65, 505.249, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86119.8, 331.427, 463.239, 46.3018, 196.349, 1842.92, 509.541, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86049.3, 335.577, 471.551, 43.8801, 206.324, 1893.34, 515.431, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85978.1, 339.654, 477.849, 49.8805, 209.587, 1944.89, 527.73, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85905.3, 344.553, 487.269, 55.6968, 209.616, 1997.56, 542.965, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85830.4, 350.512, 496.701, 50.3916, 220.644, 2051.31, 547.093, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85755.1, 355.782, 506.294, 48.8229, 227.883, 2106.15, 555.117, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85678.7, 361.037, 516.94, 46.6825, 234.606, 2162.08, 563.622, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85601.1, 366.342, 523.561, 46.0103, 243.848, 2219.1, 569.571, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85522.9, 371.334, 526.451, 53.7043, 248.431, 2277.2, 580.156, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85443.2, 376.708, 536.834, 53.1483, 253.686, 2336.38, 589.983, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85362.3, 382.282, 545.228, 49.9545, 263.565, 2396.65, 595.183, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85280.8, 387.376, 555.803, 53.3232, 264.739, 2457.99, 609.126, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85197.4, 393.283, 564.335, 51.757, 272.829, 2520.4, 616.092, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85113.1, 398.879, 574.085, 47.657, 282.341, 2583.9, 621.742, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85028.2, 404.044, 583.922, 53.1857, 282.174, 2648.48, 637.108, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84941.2, 410.189, 592.78, 51.6294, 290.019, 2714.14, 644.409, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84853.4, 416.011, 601.865, 45.5529, 302.303, 2780.88, 647.418, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84765.2, 420.988, 608.116, 48.2598, 308.71, 2848.72, 656.376, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84675.9, 426.097, 615.617, 56.072, 308.659, 2917.66, 671.689, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84584.6, 432.171, 621.298, 51.6327, 322.612, 2987.68, 672.931, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84493.2, 437.101, 628.424, 55.8749, 326.569, 3058.79, 684.299, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84400.4, 442.487, 636.731, 63.1098, 326.242, 3131, 699.84, 3, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 398.52, 127.509, 49, 1482.3, 526.029, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86596.2, 291.833, 400.319, 93.8, 94.5, 1523.37, 494.119, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86527.5, 302.148, 409.581, 81.6099, 113.75, 1565.41, 491.191, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86459.3, 309.939, 416.626, 67.9095, 137.625, 1608.62, 484.536, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86392, 315.195, 427.259, 56.6552, 155.795, 1653.06, 483.914, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86324.9, 319.261, 437.867, 44.5201, 174.666, 1698.76, 482.388, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86258.1, 322.25, 447.288, 39.4957, 187.19, 1745.69, 486.783, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86190.7, 325.198, 457.454, 45.0096, 187.82, 1793.83, 502.463, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86121.2, 329.673, 466.306, 47.3065, 192.404, 1843.14, 513.612, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86050.2, 334.738, 471.153, 43.7078, 206.661, 1893.57, 514.86, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85979.1, 338.904, 479.362, 37.6701, 219.899, 1945.1, 517.032, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85907.7, 342.478, 486.569, 41.3136, 224.192, 1997.74, 527.882, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85834.9, 346.774, 493.761, 36.9114, 236.178, 2051.46, 530.672, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85761.8, 350.534, 500.04, 46.0813, 235.309, 2106.24, 546.122, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85686.6, 355.606, 506.398, 45.8218, 243.501, 2162.05, 552.22, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85610.7, 360.436, 514.011, 49.8851, 246.108, 2218.89, 563.897, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85533.2, 365.838, 520.757, 45.9481, 257.529, 2276.75, 566.705, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85455.4, 370.475, 532.778, 44.6163, 261.134, 2335.62, 577.394, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85376.2, 375.579, 539.589, 46.6579, 266.481, 2395.51, 586.247, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85295.8, 380.803, 546.628, 49.86, 270.447, 2456.42, 596.488, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85214.2, 386.308, 557.895, 54.1467, 269.129, 2518.35, 612.042, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85130.5, 392.762, 568.129, 50.4576, 276.906, 2581.29, 618.586, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85045.9, 398.737, 572.535, 46.4192, 291.127, 2645.25, 618.954, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84961.4, 403.483, 579.463, 47.0278, 298.332, 2710.26, 626.49, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84876, 408.224, 585.56, 47.8776, 306.023, 2776.32, 633.438, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84789.7, 412.877, 596.886, 46.9512, 310.164, 2843.42, 643.837, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84702.1, 417.927, 605.054, 47.3702, 316.009, 2911.56, 652.424, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84613.4, 423.044, 616.346, 51.0623, 315.437, 2980.74, 667.408, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84522.7, 429.08, 626.547, 54.7976, 315.906, 3050.94, 681.345, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84430.3, 435.703, 632.865, 60.6283, 318.341, 3122.17, 693.493, 4, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 401.52, 118.509, 55, 1482.3, 520.029, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86597, 290.998, 404.105, 98.4428, 86.0714, 1523.37, 502.547, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86527.2, 302.653, 413.98, 75.8711, 114.923, 1565.41, 489.851, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86459.1, 310.156, 422.781, 69.6108, 129.715, 1608.61, 492.392, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86390.8, 316.459, 430.004, 66.248, 143.449, 1653.05, 496.252, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86322, 321.982, 438.594, 55.5035, 163.203, 1698.74, 494.098, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86253.5, 326.047, 445.343, 50.8579, 178.546, 1745.69, 496.201, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86184.8, 329.536, 452.18, 48.788, 190.792, 1793.89, 500.968, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86115.5, 332.932, 461.016, 48.0753, 199.164, 1843.3, 509.091, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86045.1, 336.716, 465.697, 50.6172, 207.938, 1893.89, 516.314, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85973.8, 340.683, 476.573, 44.2047, 219.086, 1945.62, 520.778, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85902, 344.413, 484.228, 44.4882, 226.437, 1998.47, 528.716, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85829.1, 348.432, 491.858, 46.9752, 231.263, 2052.41, 538.833, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85754.8, 352.979, 500.506, 41.5258, 242.744, 2107.41, 542.031, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85680.2, 356.993, 510.172, 42.7384, 246.405, 2163.47, 552.911, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85604.2, 361.636, 520.711, 50.1053, 242.805, 2220.56, 570.816, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85525.7, 367.742, 528.146, 47.2245, 252.461, 2278.68, 575.37, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85446.8, 373.181, 536.905, 52.9158, 252.428, 2337.81, 589.821, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85365.9, 379.441, 541.8, 48.527, 266.398, 2397.97, 590.327, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85285, 384.442, 546.222, 43.8272, 281.369, 2459.16, 590.049, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85204.2, 388.327, 553.028, 41.7632, 291.272, 2521.41, 594.791, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85122.9, 392.008, 564.892, 47.0798, 288.466, 2584.7, 611.971, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85039.2, 397.222, 572.423, 49.2374, 292.862, 2649.02, 621.661, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84954.4, 402.634, 582.147, 54.5538, 291.943, 2714.34, 636.701, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84867.6, 408.93, 587.934, 58.8152, 296.09, 2780.67, 646.749, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84779.5, 415.247, 597.189, 64.1499, 295.941, 2848.02, 661.339, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84689.5, 422.194, 605.667, 58.4826, 307.802, 2916.39, 664.15, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84599.2, 428.039, 611.512, 53.6369, 321.816, 2985.82, 665.149, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84508.9, 432.754, 615.758, 57.488, 328.829, 3056.32, 673.246, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
84417.5, 437.528, 619.361, 57.3469, 340.342, 3127.89, 676.708, 5, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86669.4, 273.317, 398.52, 126.509, 50, 1482.3, 525.029, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86596.3, 291.694, 404.319, 100.871, 83.4286, 1523.37, 505.19, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86526.1, 303.576, 413.276, 75.1679, 116.469, 1565.41, 488.444, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86458.3, 310.699, 420.257, 69.0133, 133.15, 1608.62, 489.27, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86390.4, 316.459, 425.736, 60.7257, 153.639, 1653.08, 486.462, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86322.9, 320.624, 436.631, 50.3757, 170.665, 1698.8, 487.007, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86255.4, 323.979, 442.33, 48.0148, 184.475, 1745.78, 490.345, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86187.5, 327.072, 451.092, 48.0239, 192.298, 1793.98, 499.116, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86118.5, 330.707, 461.662, 44.218, 201.562, 1843.37, 505.879, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
86048.6, 334.494, 470.985, 44.902, 207.165, 1893.9, 515.887, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85977.3, 338.849, 479.172, 42.7643, 216.368, 1945.54, 521.936, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85905.3, 343.109, 489.384, 52.0407, 211.913, 1998.28, 541.425, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85830.6, 349.145, 498.464, 55.9101, 213.776, 2052.09, 554.374, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85754.2, 355.692, 506.739, 56.8652, 219.506, 2106.96, 563.605, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85676.7, 362.132, 513.341, 52.1449, 232.827, 2162.89, 565.485, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85598.9, 367.473, 520.372, 52.1481, 241.197, 2219.92, 572.52, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85520.2, 372.641, 529.649, 49.4716, 249.969, 2278.04, 579.12, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85440.7, 377.61, 535.986, 46.2964, 262.114, 2337.26, 582.283, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85360.9, 381.944, 543.567, 49.6461, 266.391, 2397.57, 593.213, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85279.6, 386.835, 549.213, 55.0166, 270.363, 2458.97, 604.23, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
85196.9, 392.178, 560.14, 55.297, 274.052, 2521.44, 615.437, 6, 89000, 2, 0.00637, 500, 0.7, 0.9, 5
