Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86665.2, 274.601, 57.5637, 420.673, 99.5, 1482.49, 0.0506, 500
1, 86598.6, 286.208, 58.734, 340.533, 192.123, 1523.75, 0.048, 500
2, 86543.1, 284.465, 59.8529, 270.807, 275.73, 1565.99, 0.0604, 500
3, 86497.2, 273.505, 59.977, 218.647, 341.345, 1609.31, 0.2018, 500
4, 86458.5, 257.488, 58.913, 179.521, 391.953, 1653.59, 0.3274, 500
5, 86425.4, 239.08, 57.1547, 149.646, 430.056, 1698.62, 0.4286, 500
6, 86396.8, 219.952, 54.4139, 125.701, 459.068, 1744.11, 0.5212, 500
7, 86371.8, 200.94, 51.1462, 106.854, 479.518, 1789.77, 0.5796, 500
8, 86349.9, 182.657, 47.3317, 92.9707, 491.866, 1835.3, 0.6266, 500
9, 86330.4, 165.571, 43.674, 80.2681, 499.603, 1880.46, 0.6658, 500
10, 86313.3, 149.632, 40.2058, 70.6375, 501.277, 1925, 0.6854, 500
11, 86297.9, 135.062, 36.3366, 62.0257, 499.962, 1968.72, 0.7098, 500
12, 86284.3, 121.675, 32.9924, 55.1665, 494.44, 2011.46, 0.7404, 500
13, 86272.1, 109.549, 29.7693, 48.5275, 487.023, 2053.07, 0.765, 500
14, 86261.2, 98.4819, 26.6839, 43.1701, 476.995, 2093.45, 0.7786, 500
15, 86251.5, 88.4575, 23.7576, 38.2433, 465.484, 2132.51, 0.7944, 500
16, 86243, 79.3496, 21.3997, 33.814, 452.286, 2170.19, 0.8122, 500
17, 86235.3, 71.1229, 18.8182, 30.1116, 438.189, 2206.44, 0.808, 500
18, 86228.5, 63.6711, 16.7665, 26.5529, 423.23, 2241.23, 0.8164, 500
19, 86222.6, 56.9326, 15.0123, 23.7071, 407.239, 2274.56, 0.8228, 500
20, 86217.2, 50.9047, 13.3186, 20.9816, 391.191, 2306.41, 0.83, 500
21, 86212.4, 45.4705, 11.8254, 18.5857, 374.869, 2336.8, 0.8356, 500
22, 86208.2, 40.5847, 10.5001, 16.4429, 358.482, 2365.75, 0.8416, 500
23, 86204.5, 36.1959, 9.08182, 14.6636, 342.266, 2393.28, 0.8568, 500
24, 86201.2, 32.2423, 8.21704, 13.2815, 325.609, 2419.43, 0.8272, 500
25, 86198.2, 28.7685, 7.29496, 11.7564, 309.711, 2444.22, 0.828, 500
26, 86195.6, 25.6507, 6.35926, 10.375, 294.299, 2467.7, 0.8464, 500
27, 86193.3, 22.8358, 5.70804, 9.15106, 279.088, 2489.92, 0.8338, 500
28, 86191.2, 20.3244, 5.13704, 8.14786, 264.233, 2510.92, 0.8304, 500
29, 86189.4, 18.0974, 4.56659, 7.42426, 249.769, 2530.74, 0.8328, 500
