Step,S,E,I1,I2,H,R,Testing_Types,Testing_Number
0, 86665.2, 274.601, 172.371, 305.486, 99.88, 1482.49, 0.0594, 500
1, 86598.7, 286.155, 173.985, 235.56, 181.846, 1523.75, 0.1614, 500
2, 86541.8, 285.852, 172.837, 186.316, 247.227, 1565.99, 0.3406, 500
3, 86491.9, 278.572, 169.852, 151.077, 299.308, 1609.31, 0.459, 500
4, 86447.3, 267.412, 164.624, 125.056, 341.969, 1653.61, 0.5496, 500
5, 86407.1, 254.126, 158.26, 107.421, 374.332, 1698.73, 0.6196, 500
6, 86370.3, 240.149, 150.383, 94.3754, 400.364, 1744.44, 0.6626, 500
7, 86336.4, 226.052, 142.571, 84.9952, 419.507, 1790.52, 0.6876, 500
8, 86304.8, 212.378, 134.2, 78.2513, 433.612, 1836.74, 0.7276, 500
9, 86275.4, 199.333, 125.497, 70.0948, 446.8, 1882.89, 0.743, 500
10, 86248.3, 186.553, 117.023, 64.6547, 454.695, 1928.78, 0.77, 500
11, 86223.1, 174.393, 108.967, 60.1238, 459.137, 1974.23, 0.7702, 500
12, 86199.7, 162.917, 101.198, 55.0744, 461.962, 2019.1, 0.7876, 500
13, 86178.1, 151.955, 93.8942, 50.2388, 462.524, 2063.26, 0.7954, 500
14, 86158.2, 141.502, 86.6648, 46.8041, 460.247, 2106.6, 0.8156, 500
15, 86139.7, 131.659, 80.2046, 41.9412, 457.462, 2149, 0.8148, 500
16, 86122.8, 122.216, 73.2153, 38.5677, 452.756, 2190.41, 0.8254, 500
17, 86107.4, 113.225, 67.0586, 35.3631, 446.237, 2230.73, 0.8236, 500
18, 86093.2, 104.736, 61.8122, 32.8887, 437.413, 2269.92, 0.8282, 500
19, 86080.1, 96.8758, 56.9912, 29.9826, 428.079, 2307.93, 0.8366, 500
20, 86068.1, 89.5177, 52.253, 27.5036, 417.882, 2344.72, 0.8544, 500
21, 86057.1, 82.6325, 47.7317, 25.1916, 407.073, 2380.26, 0.8532, 500
22, 86047, 76.179, 43.6502, 23.4807, 395.106, 2414.55, 0.8578, 500
23, 86037.8, 70.215, 39.8031, 21.9986, 382.655, 2447.56, 0.8612, 500
24, 86029.2, 64.7068, 36.2429, 19.9674, 370.542, 2479.31, 0.8758, 500
25, 86021.5, 59.5273, 33.1865, 18.3601, 357.665, 2509.79, 0.8638, 500
26, 86014.4, 54.7391, 30.1777, 16.6825, 345.027, 2539.02, 0.8548, 500
27, 86007.9, 50.2609, 27.7165, 15.1143, 332.012, 2567.02, 0.8636, 500
28, 86002, 46.1216, 25.1524, 13.7113, 319.257, 2593.79, 0.865, 500
29, 85996.6, 42.2621, 22.9531, 12.0889, 306.723, 2619.37, 0.8746, 500
