S,E,I1,I2,H,R,cum_I,Run_Count,total_population,R0_value,initial_I_ratio,total_testing_number,asymptomatic_rate,testing_sensitivity
86669.4, 273.317, 57.5029, 410.526, 107, 1482.3, 468.029, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86604.2, 283.764, 58.8619, 332.4, 197.357, 1523.37, 391.262, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86549.9, 281.401, 60.3327, 263.735, 279.26, 1565.41, 324.067, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86504.8, 270.142, 61.6513, 207.549, 347.313, 1608.51, 269.2, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86467.5, 253.492, 62.6505, 181.349, 382.505, 1652.54, 244, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86433.6, 236.659, 63.2453, 152.024, 417.183, 1697.29, 215.27, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86403.7, 219.193, 63.4609, 136.764, 434.384, 1742.47, 200.225, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86376, 203.124, 63.3119, 123.45, 446.357, 1787.8, 186.762, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86350.1, 188.393, 62.8521, 114.194, 451.474, 1833.02, 177.046, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86325.5, 175.253, 62.1305, 104.948, 454.226, 1877.92, 167.079, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86302.4, 163.354, 61.1977, 95.9976, 454.781, 1922.29, 157.195, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86280.6, 152.459, 60.0935, 84.5443, 456.297, 1966.01, 144.638, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86260.6, 141.998, 58.8503, 71.948, 457.704, 2008.93, 130.798, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86242.5, 131.709, 57.4866, 64.3686, 453.011, 2050.97, 121.855, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86225.6, 122.236, 56.0146, 63.4785, 440.653, 2092.03, 119.493, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86209.1, 114.327, 54.4583, 58.9467, 431.178, 2132.04, 113.405, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86193.4, 107.154, 52.855, 56.3151, 419.38, 2170.94, 109.17, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86178.3, 100.827, 51.2227, 61.5803, 399.424, 2208.69, 112.803, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86162.6, 96.2656, 49.5805, 53.3306, 392.894, 2245.28, 102.911, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86148.4, 91.2454, 47.9643, 48.8491, 382.83, 2280.69, 96.8134, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86135, 86.3836, 46.3632, 44.784, 372.485, 2314.95, 91.1472, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86122.4, 81.7088, 44.7792, 41.1342, 361.879, 2348.07, 85.9135, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86110.6, 77.2436, 43.2149, 35.9037, 353.03, 2380.06, 79.1185, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86099.6, 72.7306, 41.673, 33.243, 341.814, 2410.92, 74.9159, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86089.3, 68.5379, 40.1509, 34.96, 326.399, 2440.69, 75.1109, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86078.9, 65.2096, 38.6538, 34.7997, 313.084, 2469.37, 73.4534, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86068.7, 62.3166, 37.197, 30.0517, 304.721, 2496.98, 67.2487, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86059.4, 59.1438, 35.7864, 29.1221, 292.955, 2523.55, 64.9085, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86050.5, 56.2813, 34.4131, 25.6879, 284.03, 2549.11, 60.101, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86042.2, 53.3264, 33.0806, 22.9836, 274.742, 2573.69, 56.0643, 0, 89000, 2, 0.00637, 500, 0.1, 0.9
86669.4, 273.317, 57.5029, 422.526, 95, 1482.3, 480.029, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86602.6, 285.433, 58.8619, 343.543, 186.214, 1523.37, 402.405, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86546.6, 284.285, 60.3661, 258.382, 284.913, 1565.41, 318.748, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86502.4, 271.708, 61.74, 218.097, 337.562, 1608.53, 279.837, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86463.5, 256.221, 62.7641, 191.426, 373.451, 1652.63, 254.19, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86428.2, 240.255, 63.4054, 163.873, 406.776, 1697.46, 227.278, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86396.7, 223.734, 63.6815, 149.414, 423.72, 1742.75, 213.095, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86367.1, 208.539, 63.6075, 132.013, 440.455, 1788.24, 195.621, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86340, 193.95, 63.2349, 111.121, 457.993, 1833.67, 174.356, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86315.9, 179.324, 62.5971, 98.0946, 465.28, 1878.84, 160.692, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86293.6, 165.723, 61.7124, 86.3661, 469.045, 1923.55, 148.079, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86273.1, 153.089, 60.6188, 84.0272, 461.542, 1967.63, 144.646, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86253.1, 142.502, 59.3507, 78.5812, 455.575, 2010.93, 137.932, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86234, 133.098, 57.9614, 63.6186, 458.034, 2053.33, 121.58, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86217.1, 123.307, 56.4832, 56.032, 452.317, 2094.73, 112.515, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86201.6, 114.217, 54.9149, 53.225, 441.009, 2135.07, 108.14, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86186.6, 106.336, 53.2767, 52.9822, 426.508, 2174.3, 106.259, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86171.9, 99.7688, 51.5979, 53.3382, 411.043, 2212.35, 104.936, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86157.4, 94.3296, 49.9078, 44.4867, 404.683, 2249.21, 94.3945, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86144.3, 88.5179, 48.2295, 47.2884, 386.777, 2284.86, 95.5179, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86131.1, 84.0219, 46.5549, 41.8439, 377.15, 2319.31, 88.3988, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86118.9, 79.4389, 44.91, 38.979, 365.211, 2352.56, 83.889, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
86107.3, 75.1473, 43.2909, 38.4938, 351.124, 2384.64, 81.7847, 1, 89000, 2, 0.00637, 500, 0.1, 0.9
